Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Baird,14,0,0,0,1,0,0,0,0,0,0,0,1,4,1,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,484,8,2014/08/16,15:00:00,4,3.8
Pocognoli,90,0,0,0,2,0,0,0,0,0,0,0,3,6,1,WBA,2 - 2,SUN,Home,1,DEF,8,Favourable,485,1,2014/08/16,15:00:00,4.5,4.1
Sessegnon,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,486,6,2014/08/16,15:00:00,6,5.4
Dorrans,83,0,0,0,1,0,0,0,1,0,0,0,18,8,1,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,488,1,2014/08/16,15:00:00,5,4.7
Gardner,83,0,1,0,1,0,0,0,0,0,0,1,24,25,6,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,489,2,2014/08/16,15:00:00,5.5,5.5
Mulumbu,90,0,0,0,2,0,0,0,0,0,0,0,10,11,2,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,491,4,2014/08/16,15:00:00,5,4.6
Brunt,76,0,0,0,1,0,0,0,0,0,0,0,6,4,2,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,492,2,2014/08/16,15:00:00,5.5,5.2
Yacob,7,0,0,0,1,0,0,0,0,0,0,0,1,3,1,WBA,2 - 2,SUN,Home,1,MID,8,Favourable,493,5,2014/08/16,15:00:00,4.5,4.4
Anichebe,90,0,1,0,2,0,0,0,0,0,0,0,8,9,5,WBA,2 - 2,SUN,Home,1,FWD,8,Favourable,495,7,2014/08/16,15:00:00,5,4.9
Berahino,90,2,0,0,2,0,0,0,0,0,0,3,50,46,13,WBA,2 - 2,SUN,Home,1,FWD,8,Favourable,496,57,2014/08/16,15:00:00,5.5,5.6
Adrián,90,0,0,0,1,0,0,0,0,0,4,0,6,14,3,WHU,0 - 1,TOT,Home,1,GKP,19,Difficult,498,6,2014/08/16,15:00:00,5,5.2
Collins,62,0,0,0,1,0,0,0,0,1,0,0,-6,7,-1,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,499,6,2014/08/16,15:00:00,4.5,4.4
O'Brien,61,0,0,1,0,0,0,0,0,0,0,2,5,34,8,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,500,0.01,2014/08/16,15:00:00,4.5,4.2
Reid,90,0,0,0,1,0,0,0,0,0,0,0,10,21,2,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,501,8,2014/08/16,15:00:00,5,4.8
Demel,29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,502,5,2014/08/16,15:00:00,5,4.7
Cresswell,90,0,0,0,1,0,0,0,0,0,0,0,6,19,2,WHU,0 - 1,TOT,Home,1,DEF,19,Difficult,506,4,2014/08/16,15:00:00,5.5,5.6
Downing,90,0,0,0,1,0,0,0,0,0,0,0,20,13,2,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,507,5,2014/08/16,15:00:00,5.5,5.9
Noble,90,0,0,0,1,0,0,1,0,0,0,0,14,12,0,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,508,38,2014/08/16,15:00:00,5.5,5.3
Nolan,90,0,0,0,1,0,0,0,0,0,0,0,3,13,2,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,510,51,2014/08/16,15:00:00,6.5,6.2
Diamé,23,0,0,0,1,0,0,0,0,0,0,0,0,8,1,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,511,3,2014/08/16,15:00:00,5.5,5.1
Kouyaté,90,0,0,0,1,0,0,0,1,0,0,0,-1,12,1,WHU,0 - 1,TOT,Home,1,MID,19,Difficult,514,2,2014/08/16,15:00:00,5,4.9
Vaz Te,67,0,0,1,0,0,0,0,0,0,0,0,-2,-1,2,WHU,0 - 1,TOT,Home,1,FWD,19,Difficult,517,35,2014/08/16,15:00:00,4.5,4.1
Cole,80,0,0,1,0,0,0,0,0,0,0,0,-1,-1,2,WHU,0 - 1,TOT,Home,1,FWD,19,Difficult,520,8,2014/08/16,15:00:00,5,4.6
Valencia,10,0,0,0,1,0,0,0,0,0,0,0,0,2,1,WHU,0 - 1,TOT,Home,1,FWD,19,Difficult,530,4,2014/08/16,15:00:00,7,6.3
Szczesny,90,0,0,0,1,0,0,0,0,0,1,0,13,7,2,ARS,2 - 1,CRY,Home,1,GKP,5,Favourable,1,124,2014/08/16,17:30:00,5.5,5.2
Koscielny,90,1,0,0,1,0,0,0,0,0,0,2,38,33,10,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,2,136,2014/08/16,17:30:00,6,6.1
Gibbs,52,0,0,0,1,0,0,0,0,0,0,0,8,10,1,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,4,28,2014/08/16,17:30:00,5.5,5.2
Monreal,38,0,0,0,0,0,0,0,0,0,0,0,6,4,1,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,7,5,2014/08/16,17:30:00,5,4.9
Debuchy,90,0,1,0,1,0,0,0,0,0,0,0,26,19,5,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,295,245,2014/08/16,17:30:00,5.5,5.2
Chambers,90,0,0,0,1,0,0,0,1,0,0,0,14,18,1,ARS,2 - 1,CRY,Home,1,DEF,5,Favourable,345,86,2014/08/16,17:30:00,4.5,4.5
Wilshere,68,0,0,0,1,0,0,0,0,0,0,0,16,12,2,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,10,52,2014/08/16,17:30:00,6.5,6.3
Ramsey,90,1,0,0,1,0,0,0,0,0,0,3,40,34,10,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,12,405,2014/08/16,17:30:00,9,8.8
Arteta,90,0,0,0,1,0,0,0,0,0,0,1,18,22,3,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,14,25,2014/08/16,17:30:00,5.5,5.2
Chamberlain,22,0,0,0,0,0,0,0,0,0,0,0,5,3,1,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,15,17,2014/08/16,17:30:00,6.5,6.2
Cazorla,90,0,0,0,1,0,0,0,1,0,0,0,18,15,1,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,16,38,2014/08/16,17:30:00,8.5,8.4
Sánchez,90,0,1,0,1,0,0,0,0,0,0,0,22,14,5,ARS,2 - 1,CRY,Home,1,MID,5,Favourable,23,187,2014/08/16,17:30:00,10.5,11.6
Giroud,29,0,0,0,0,0,0,0,0,0,0,0,1,5,1,ARS,2 - 1,CRY,Home,1,FWD,5,Favourable,25,0.23,2014/08/16,17:30:00,8.5,8.7
Sanogo,61,0,0,0,1,0,0,0,0,0,0,0,7,5,2,ARS,2 - 1,CRY,Home,1,FWD,5,Favourable,26,22,2014/08/16,17:30:00,5,4.7
Forster,90,0,0,0,2,0,0,0,0,0,3,0,5,11,2,SOU,1 - 2,LIV,Away,1,GKP,32,Very difficult,560,18,2014/08/17,13:30:00,5,5.3
Bertrand,90,0,0,0,2,0,0,0,0,0,0,0,6,12,1,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,84,13,2014/08/17,13:30:00,5,5.8
Fonte,90,0,0,0,2,0,0,0,0,0,0,0,4,13,1,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,341,89,2014/08/17,13:30:00,5.5,5.8
Clyne,90,1,0,0,2,0,0,0,0,0,0,2,26,25,9,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,342,49,2014/08/17,13:30:00,5,5.9
Yoshida,90,0,0,0,2,0,0,0,0,0,0,0,7,15,1,SOU,1 - 2,LIV,Away,1,DEF,32,Very difficult,343,4,2014/08/17,13:30:00,4.5,4.1
Schneiderlin,90,0,0,0,2,0,0,0,1,0,0,0,23,12,1,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,349,23,2014/08/17,13:30:00,5.5,5.5
Davis,81,0,0,0,2,0,0,0,1,0,0,0,5,7,1,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,350,49,2014/08/17,13:30:00,5,4.7
Ward-Prowse,90,0,0,0,2,0,0,0,0,0,0,0,18,15,2,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,351,22,2014/08/17,13:30:00,5,4.8
Wanyama,90,0,0,0,2,0,0,0,0,0,0,0,2,18,2,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,353,28,2014/08/17,13:30:00,4.5,4.6
Isgrove,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,354,2,2014/08/17,13:30:00,4.5,4.2
Tadic,73,0,1,0,1,0,0,0,0,0,0,0,12,13,5,SOU,1 - 2,LIV,Away,1,MID,32,Very difficult,356,25,2014/08/17,13:30:00,7.5,7.4
Long,17,0,0,0,1,0,0,0,0,0,0,0,-3,0,1,SOU,1 - 2,LIV,Away,1,FWD,32,Very difficult,176,47,2014/08/17,13:30:00,6,5.4
Pellè,90,0,0,0,2,0,0,0,0,0,0,0,-1,5,2,SOU,1 - 2,LIV,Away,1,FWD,32,Very difficult,362,24,2014/08/17,13:30:00,7.5,7.5
Hart,90,0,0,1,0,0,0,0,0,0,0,0,13,19,6,MCI,2 - 0,NEW,Away,1,GKP,15,Average,231,61,2014/08/17,16:00:00,6,6.1
Kolarov,90,0,0,1,0,0,0,0,1,0,0,0,17,23,5,MCI,2 - 0,NEW,Away,1,DEF,15,Average,233,82,2014/08/17,16:00:00,6,5.8
Kompany,90,0,0,1,0,0,0,0,1,0,0,0,12,25,5,MCI,2 - 0,NEW,Away,1,DEF,15,Average,236,125,2014/08/17,16:00:00,6.5,6.4
Clichy,90,0,0,1,0,0,0,0,0,0,0,3,18,35,9,MCI,2 - 0,NEW,Away,1,DEF,15,Average,237,47,2014/08/17,16:00:00,5.5,5.3
Demichelis,90,0,0,1,0,0,0,0,1,0,0,0,14,25,5,MCI,2 - 0,NEW,Away,1,DEF,15,Average,241,14,2014/08/17,16:00:00,6,5.9
Nasri,77,0,0,1,0,0,0,0,0,0,0,0,21,17,3,MCI,2 - 0,NEW,Away,1,MID,15,Average,244,0.06,2014/08/17,16:00:00,8.5,8.2
Silva,90,1,0,1,0,0,0,0,1,0,0,2,40,32,9,MCI,2 - 0,NEW,Away,1,MID,15,Average,245,114,2014/08/17,16:00:00,9,9.8
Yaya Touré,90,0,0,1,0,0,0,0,0,0,0,0,14,14,3,MCI,2 - 0,NEW,Away,1,MID,15,Average,246,187,2014/08/17,16:00:00,11,10.8
Milner,13,0,0,0,0,0,0,0,0,0,0,0,3,5,1,MCI,2 - 0,NEW,Away,1,MID,15,Average,247,5,2014/08/17,16:00:00,5.5,5.4
Fernandinho,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,MCI,2 - 0,NEW,Away,1,MID,15,Average,250,12,2014/08/17,16:00:00,7,6.8
Fernando,90,0,0,1,0,0,0,0,1,0,0,0,18,16,2,MCI,2 - 0,NEW,Away,1,MID,15,Average,252,11,2014/08/17,16:00:00,5,4.8
Dzeko,82,0,1,1,0,0,0,0,0,0,0,0,22,16,5,MCI,2 - 0,NEW,Away,1,FWD,15,Average,253,137,2014/08/17,16:00:00,8.5,7.9
Agüero,8,1,0,0,0,0,0,0,0,0,0,1,27,26,6,MCI,2 - 0,NEW,Away,1,FWD,15,Average,254,51,2014/08/17,16:00:00,12,12.9
Jovetic,72,0,0,1,0,0,0,0,0,0,0,0,7,14,2,MCI,2 - 0,NEW,Away,1,FWD,15,Average,256,51,2014/08/17,16:00:00,8,7.8
Mignolet,90,0,0,0,1,0,0,0,0,0,5,0,18,16,3,LIV,2 - 1,SOU,Home,1,GKP,11,Average,200,64,2014/08/17,13:30:00,5.5,5.4
Courtois,90,0,0,0,1,0,0,0,0,0,1,0,14,11,2,CHE,3 - 1,BUR,Away,1,GKP,5,Favourable,78,0.09,2014/08/18,20:00:00,6,5.9
Cahill,90,0,0,0,1,0,0,0,0,0,0,0,13,15,2,CHE,3 - 1,BUR,Away,1,DEF,5,Favourable,79,213,2014/08/18,20:00:00,6.5,6.3
Terry,90,0,0,0,1,0,0,0,0,0,0,0,17,16,2,CHE,3 - 1,BUR,Away,1,DEF,5,Favourable,80,135,2014/08/18,20:00:00,6.5,7.1
Ivanovic,90,1,0,0,1,0,0,0,0,0,0,2,32,31,10,CHE,3 - 1,BUR,Away,1,DEF,5,Favourable,81,108,2014/08/18,20:00:00,7,7.7
Azpilicueta,90,0,0,0,1,0,0,0,0,0,0,0,16,18,2,CHE,3 - 1,BUR,Away,1,DEF,5,Favourable,82,93,2014/08/18,20:00:00,6,6.2
Mikel,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,87,7,2014/08/18,20:00:00,4.5,4.3
Hazard,83,0,0,0,1,0,0,0,0,0,0,0,22,24,2,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,89,189,2014/08/18,20:00:00,10,10.8
Oscar,81,0,0,0,1,0,0,0,0,0,0,0,11,14,2,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,90,57,2014/08/18,20:00:00,8.5,7.9
Schürrle,77,1,0,0,1,0,0,0,0,0,0,1,31,30,8,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,91,95,2014/08/18,20:00:00,7.5,7.1
Willian,13,0,0,0,0,0,0,0,0,0,0,0,2,3,1,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,94,4,2014/08/18,20:00:00,8,7.7
Matic,90,0,0,0,1,0,0,0,0,0,0,0,15,15,2,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,95,0.03,2014/08/18,20:00:00,5.5,5.5
Fàbregas,90,0,2,0,1,0,0,0,0,0,0,3,31,44,11,CHE,3 - 1,BUR,Away,1,MID,5,Favourable,100,299,2014/08/18,20:00:00,9,9.1
Costa,90,1,0,0,1,0,0,0,1,0,0,1,33,30,6,CHE,3 - 1,BUR,Away,1,FWD,5,Favourable,522,399,2014/08/18,20:00:00,10.5,10.6
Drogba,7,0,0,0,0,0,0,0,0,0,0,0,-2,2,1,CHE,3 - 1,BUR,Away,1,FWD,5,Favourable,542,19,2014/08/18,20:00:00,6.5,5.9
Heaton,90,0,0,0,3,0,0,0,0,0,0,0,3,8,1,BUR,1 - 3,CHE,Home,1,GKP,27,Difficult,58,3,2014/08/18,20:00:00,4.5,4.7
Duff,90,0,0,0,3,0,0,0,0,0,0,0,4,11,1,BUR,1 - 3,CHE,Home,1,DEF,27,Difficult,60,23,2014/08/18,20:00:00,4,3.9
Shackell,90,0,0,0,3,0,0,0,0,0,0,0,6,12,1,BUR,1 - 3,CHE,Home,1,DEF,27,Difficult,61,2,2014/08/18,20:00:00,4.5,4.4
Mee,90,0,0,0,3,0,0,0,0,0,0,0,10,13,1,BUR,1 - 3,CHE,Home,1,DEF,27,Difficult,64,1,2014/08/18,20:00:00,4.5,4.5
Trippier,90,0,0,0,3,0,0,0,0,0,0,0,6,7,1,BUR,1 - 3,CHE,Home,1,DEF,27,Difficult,65,14,2014/08/18,20:00:00,5,4.8
Marney,90,0,0,0,3,0,0,0,0,0,0,0,4,12,2,BUR,1 - 3,CHE,Home,1,MID,27,Difficult,66,6,2014/08/18,20:00:00,4.5,4.2
Jones,90,0,0,0,3,0,0,0,0,0,0,0,8,14,2,BUR,1 - 3,CHE,Home,1,MID,27,Difficult,67,1,2014/08/18,20:00:00,4.5,4.5
Arfield,90,1,0,0,3,0,0,0,0,0,0,0,31,27,7,BUR,1 - 3,CHE,Home,1,MID,27,Difficult,69,3,2014/08/18,20:00:00,5,4.7
Kightly,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,BUR,1 - 3,CHE,Home,1,MID,27,Difficult,70,2,2014/08/18,20:00:00,5,4.5
Taylor,69,0,1,0,3,0,0,0,0,0,0,0,13,22,5,BUR,1 - 3,CHE,Home,1,MID,27,Difficult,71,2,2014/08/18,20:00:00,5,4.7
Ings,81,0,0,0,3,0,0,0,0,0,0,0,-8,1,2,BUR,1 - 3,CHE,Home,1,FWD,27,Difficult,73,0.02,2014/08/18,20:00:00,6,5.5
Barnes,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,BUR,1 - 3,CHE,Home,1,FWD,27,Difficult,75,4,2014/08/18,20:00:00,4.5,4.4
Sordell,9,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,BUR,1 - 3,CHE,Home,1,FWD,27,Difficult,76,1,2014/08/18,20:00:00,5,4.6
Jutkiewicz,69,0,0,0,3,0,0,0,0,0,0,0,-10,-2,2,BUR,1 - 3,CHE,Home,1,FWD,27,Difficult,523,5,2014/08/18,20:00:00,5,4.4
Johnson,90,0,0,0,1,0,0,0,0,0,0,0,7,8,2,LIV,2 - 1,SOU,Home,1,DEF,11,Average,202,23,2014/08/17,13:30:00,5.5,5.2
Skrtel,90,0,0,0,1,0,0,0,0,0,0,2,19,25,4,LIV,2 - 1,SOU,Home,1,DEF,11,Average,203,122,2014/08/17,13:30:00,6,5.9
Lovren,90,0,0,0,1,0,0,0,0,0,0,0,16,22,2,LIV,2 - 1,SOU,Home,1,DEF,11,Average,344,335,2014/08/17,13:30:00,5.5,4.9
Manquillo,90,0,0,0,1,0,0,0,1,0,0,0,19,11,1,LIV,2 - 1,SOU,Home,1,DEF,11,Average,550,7,2014/08/17,13:30:00,5,4.4
Gerrard,90,0,0,0,1,0,0,0,0,0,0,0,15,16,2,LIV,2 - 1,SOU,Home,1,MID,11,Average,214,64,2014/08/17,13:30:00,9,8.6
Lucas,62,0,0,0,1,0,0,0,0,0,0,0,18,15,2,LIV,2 - 1,SOU,Home,1,MID,11,Average,215,13,2014/08/17,13:30:00,4.5,4.3
Henderson,90,0,1,0,1,0,0,0,0,0,0,0,19,22,5,LIV,2 - 1,SOU,Home,1,MID,11,Average,216,167,2014/08/17,13:30:00,6,6.6
Sterling,90,1,1,0,1,0,0,0,0,0,0,3,52,43,13,LIV,2 - 1,SOU,Home,1,MID,11,Average,217,361,2014/08/17,13:30:00,8.5,8.3
Allen,28,0,0,0,0,0,0,0,0,0,0,0,6,2,1,LIV,2 - 1,SOU,Home,1,MID,11,Average,218,2,2014/08/17,13:30:00,5,4.8
Coutinho,75,0,0,0,1,0,0,0,0,0,0,0,16,9,2,LIV,2 - 1,SOU,Home,1,MID,11,Average,219,92,2014/08/17,13:30:00,8,7.9
Sturridge,90,1,0,0,1,0,0,0,0,0,0,0,30,24,6,LIV,2 - 1,SOU,Home,1,FWD,11,Average,227,304,2014/08/17,13:30:00,11.5,11.1
Lambert,15,0,0,0,0,0,0,0,0,0,0,0,3,3,1,LIV,2 - 1,SOU,Home,1,FWD,11,Average,229,65,2014/08/17,13:30:00,7.5,6.8
Krul,90,0,0,0,2,0,0,0,0,0,3,0,5,11,2,NEW,0 - 2,MCI,Home,1,GKP,32,Very difficult,288,207,2014/08/17,16:00:00,4.5,4.4
Williamson,90,0,0,0,2,0,0,0,0,0,0,0,10,17,1,NEW,0 - 2,MCI,Home,1,DEF,32,Very difficult,290,8,2014/08/17,16:00:00,4.5,4.3
Coloccini,90,0,0,0,2,0,0,0,0,0,0,0,7,19,1,NEW,0 - 2,MCI,Home,1,DEF,32,Very difficult,292,38,2014/08/17,16:00:00,4.5,4.5
Dummett,90,0,0,0,2,0,0,0,0,0,0,0,0,16,1,NEW,0 - 2,MCI,Home,1,DEF,32,Very difficult,298,61,2014/08/17,16:00:00,4,4.1
Janmaat,90,0,0,0,2,0,0,0,1,0,0,0,4,8,0,NEW,0 - 2,MCI,Home,1,DEF,32,Very difficult,527,24,2014/08/17,16:00:00,5,5.3
Obertan,28,0,0,0,1,0,0,0,0,0,0,0,4,5,1,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,300,2,2014/08/17,16:00:00,4.5,4.3
Anita,62,0,0,0,1,0,0,0,0,0,0,0,3,8,2,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,307,1,2014/08/17,16:00:00,5,4.7
Sissoko,90,0,0,0,2,0,0,0,0,0,0,0,0,12,2,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,308,26,2014/08/17,16:00:00,6,5.8
Colback,90,0,0,0,2,0,0,0,0,0,0,0,8,17,2,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,309,6,2014/08/17,16:00:00,5,4.7
Gouffran,73,0,0,0,1,0,0,0,0,0,0,0,3,17,2,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,311,12,2014/08/17,16:00:00,6.5,6
Cabella,90,0,0,0,2,0,0,0,0,0,0,0,-1,12,2,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,525,25,2014/08/17,16:00:00,7.5,7
Aarons,17,0,0,0,1,0,0,0,0,0,0,0,-3,1,1,NEW,0 - 2,MCI,Home,1,MID,32,Very difficult,563,1,2014/08/17,16:00:00,5,4.7
Ayoze,8,0,0,0,1,0,0,0,0,0,0,0,1,3,1,NEW,0 - 2,MCI,Home,1,FWD,32,Very difficult,317,1,2014/08/17,16:00:00,5,4.3
Rivière,82,0,0,0,1,0,0,0,0,0,0,0,-7,3,2,NEW,0 - 2,MCI,Home,1,FWD,32,Very difficult,526,15,2014/08/17,16:00:00,7,6.7
Krul,90,0,0,1,0,0,0,0,0,0,0,0,6,19,6,NEW,0 - 0,AVL,Away,2,GKP,8,Favourable,288,215,2014/08/23,12:45:00,4.5,4.4
Williamson,90,0,0,1,0,0,0,0,0,1,0,0,11,19,3,NEW,0 - 0,AVL,Away,2,DEF,8,Favourable,290,7,2014/08/23,12:45:00,4.5,4.3
Steven Taylor,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,NEW,0 - 0,AVL,Away,2,DEF,8,Favourable,291,38,2014/08/23,12:45:00,4,3.8
Coloccini,90,0,0,1,0,0,0,0,0,0,0,3,7,31,9,NEW,0 - 0,AVL,Away,2,DEF,8,Favourable,292,51,2014/08/23,12:45:00,4.5,4.5
Dummett,90,0,0,1,0,0,0,0,0,0,0,1,11,27,7,NEW,0 - 0,AVL,Away,2,DEF,8,Favourable,298,75,2014/08/23,12:45:00,4,4.1
Janmaat,90,0,0,1,0,0,0,0,0,0,0,2,18,28,8,NEW,0 - 0,AVL,Away,2,DEF,8,Favourable,527,27,2014/08/23,12:45:00,5,5.3
Anita,69,0,0,1,0,0,0,0,0,0,0,0,13,12,3,NEW,0 - 0,AVL,Away,2,MID,8,Favourable,307,1,2014/08/23,12:45:00,5,4.7
Sissoko,90,0,0,1,0,0,0,0,0,0,0,0,9,8,3,NEW,0 - 0,AVL,Away,2,MID,8,Favourable,308,25,2014/08/23,12:45:00,6,5.8
Colback,90,0,0,1,0,0,0,0,0,0,0,0,9,10,3,NEW,0 - 0,AVL,Away,2,MID,8,Favourable,309,6,2014/08/23,12:45:00,5,4.7
Gouffran,90,0,0,1,0,0,0,0,0,0,0,0,9,12,3,NEW,0 - 0,AVL,Away,2,MID,8,Favourable,311,11,2014/08/23,12:45:00,6.5,6
de Jong,21,0,0,0,0,0,0,0,0,0,0,0,8,3,1,NEW,0 - 0,AVL,Away,2,MID,8,Favourable,313,11,2014/08/23,12:45:00,7,6.8
Cabella,90,0,0,1,0,0,0,0,0,0,0,0,5,18,3,NEW,0 - 0,AVL,Away,2,MID,8,Favourable,525,25,2014/08/23,12:45:00,7.5,7
Ayoze,15,0,0,0,0,0,0,0,0,0,0,0,-3,3,1,NEW,0 - 0,AVL,Away,2,FWD,8,Favourable,317,1,2014/08/23,12:45:00,5,4.3
Rivière,76,0,0,1,0,0,0,0,0,0,0,0,12,1,2,NEW,0 - 0,AVL,Away,2,FWD,8,Favourable,526,15,2014/08/23,12:45:00,7,6.7
Schmeichel,90,0,0,0,2,0,0,0,0,0,8,0,9,18,3,LEI,0 - 2,CHE,Away,2,GKP,34,Very difficult,178,58,2014/08/23,15:00:00,4.5,4.5
Morgan,90,0,0,0,2,0,0,0,0,0,0,0,8,12,1,LEI,0 - 2,CHE,Away,2,DEF,34,Very difficult,180,6,2014/08/23,15:00:00,4.5,4.6
Moore,90,0,0,0,2,0,0,0,0,0,0,0,7,13,1,LEI,0 - 2,CHE,Away,2,DEF,34,Very difficult,182,16,2014/08/23,15:00:00,4,3.9
de Laet,90,0,0,0,2,0,0,0,0,0,0,0,7,9,1,LEI,0 - 2,CHE,Away,2,DEF,34,Very difficult,183,5,2014/08/23,15:00:00,4.5,4.3
Schlupp,90,0,0,0,2,0,0,0,0,0,0,0,4,6,1,LEI,0 - 2,CHE,Away,2,DEF,34,Very difficult,184,1,2014/08/23,15:00:00,4.5,4.5
Konchesky,90,0,0,0,2,0,0,0,0,0,0,0,13,16,1,LEI,0 - 2,CHE,Away,2,DEF,34,Very difficult,185,3,2014/08/23,15:00:00,4.5,4.4
Hammond,72,0,0,0,1,0,0,0,1,0,0,0,5,12,1,LEI,0 - 2,CHE,Away,2,MID,34,Very difficult,188,1,2014/08/23,15:00:00,4.5,4.4
Mahrez,67,0,0,0,1,0,0,0,0,0,0,0,13,7,2,LEI,0 - 2,CHE,Away,2,MID,34,Very difficult,190,3,2014/08/23,15:00:00,5,4.9
King,90,0,0,0,2,0,0,0,0,0,0,0,4,14,2,LEI,0 - 2,CHE,Away,2,MID,34,Very difficult,192,22,2014/08/23,15:00:00,4.5,4.2
Taylor-Fletcher,18,0,0,0,1,0,0,0,0,0,0,0,0,2,1,LEI,0 - 2,CHE,Away,2,MID,34,Very difficult,193,4,2014/08/23,15:00:00,4.5,4.2
Albrighton,23,0,0,0,1,0,0,0,0,0,0,0,7,2,1,LEI,0 - 2,CHE,Away,2,MID,34,Very difficult,194,21,2014/08/23,15:00:00,4.5,4.3
Nugent,90,0,0,0,2,0,0,0,0,0,0,0,9,0,2,LEI,0 - 2,CHE,Away,2,FWD,34,Very difficult,195,13,2014/08/23,15:00:00,5.5,4.9
Wood,7,0,0,0,0,0,0,0,0,0,0,0,1,3,1,LEI,0 - 2,CHE,Away,2,FWD,34,Very difficult,197,18,2014/08/23,15:00:00,4.5,4.3
Ulloa,83,0,0,0,2,0,0,0,0,0,0,0,6,3,2,LEI,0 - 2,CHE,Away,2,FWD,34,Very difficult,532,8,2014/08/23,15:00:00,5.5,5
Adrián,90,0,0,0,1,0,0,0,0,0,3,0,16,11,3,WHU,3 - 1,CRY,Away,2,GKP,18,Difficult,498,6,2014/08/23,15:00:00,5,5.2
O'Brien,90,0,0,0,1,0,0,0,1,0,0,0,11,15,1,WHU,3 - 1,CRY,Away,2,DEF,18,Difficult,500,0.01,2014/08/23,15:00:00,4.5,4.2
Reid,90,0,0,0,1,0,0,0,1,0,0,0,16,15,1,WHU,3 - 1,CRY,Away,2,DEF,18,Difficult,501,8,2014/08/23,15:00:00,5,4.8
Tomkins,90,0,0,0,1,0,0,0,1,0,0,0,8,11,1,WHU,3 - 1,CRY,Away,2,DEF,18,Difficult,504,2,2014/08/23,15:00:00,5,4.6
Cresswell,90,0,0,0,1,0,0,0,0,0,0,0,16,6,2,WHU,3 - 1,CRY,Away,2,DEF,18,Difficult,506,4,2014/08/23,15:00:00,5.5,5.6
Downing,89,1,0,0,1,0,0,0,0,0,0,3,38,40,10,WHU,3 - 1,CRY,Away,2,MID,18,Difficult,507,15,2014/08/23,15:00:00,5.5,5.9
Noble,90,0,1,0,1,0,0,0,0,0,0,0,26,27,5,WHU,3 - 1,CRY,Away,2,MID,18,Difficult,508,35,2014/08/23,15:00:00,5.5,5.3
