Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Downing,90,0,1,0,3,0,0,0,0,0,0,0,13,27,5,WHU,1 - 3,CRY,Home,27,MID,3,Very favourable,507,292,2015/02/28,12:45:00,5.5,5.9
Noble,90,0,0,0,3,0,0,0,0,0,0,0,2,19,2,WHU,1 - 3,CRY,Home,27,MID,3,Very favourable,508,14,2015/02/28,12:45:00,5.5,5.3
Kouyaté,90,0,0,0,3,0,0,0,0,0,0,0,6,14,2,WHU,1 - 3,CRY,Home,27,MID,3,Very favourable,514,6,2015/02/28,12:45:00,5,4.9
Song,60,0,0,0,2,0,0,0,0,0,0,0,4,12,2,WHU,1 - 3,CRY,Home,27,MID,3,Very favourable,593,3,2015/02/28,12:45:00,5,4.8
Nenê,30,0,0,0,1,0,0,0,0,0,0,0,6,3,1,WHU,1 - 3,CRY,Home,27,MID,3,Very favourable,681,0,2015/02/28,12:45:00,6,5.3
Valencia,90,1,0,0,3,0,0,0,1,0,0,0,22,23,5,WHU,1 - 3,CRY,Home,27,FWD,3,Very favourable,530,8,2015/02/28,12:45:00,7,6.3
Sakho,90,0,0,0,3,0,0,0,0,0,0,0,-2,-3,2,WHU,1 - 3,CRY,Home,27,FWD,3,Very favourable,570,36,2015/02/28,12:45:00,5.5,5.2
Heaton,90,0,0,0,1,0,0,0,0,0,2,0,5,10,2,BUR,0 - 1,SWA,Home,27,GKP,11,Average,58,51,2015/02/28,15:00:00,4.5,4.7
Shackell,90,0,0,0,1,0,0,0,0,0,0,0,-1,18,2,BUR,0 - 1,SWA,Home,27,DEF,11,Average,61,4,2015/02/28,15:00:00,4.5,4.4
Mee,90,0,0,0,1,0,0,0,0,0,0,0,4,10,2,BUR,0 - 1,SWA,Home,27,DEF,11,Average,64,3,2015/02/28,15:00:00,4.5,4.5
Trippier,90,0,0,0,1,1,0,0,0,0,0,0,8,7,0,BUR,0 - 1,SWA,Home,27,DEF,11,Average,65,21,2015/02/28,15:00:00,5,4.8
Keane,90,0,0,0,1,0,0,0,0,0,0,0,3,17,2,BUR,0 - 1,SWA,Home,27,DEF,11,Average,265,1,2015/02/28,15:00:00,4.5,4.2
Jones,90,0,0,0,1,0,0,0,0,0,0,0,5,10,2,BUR,0 - 1,SWA,Home,27,MID,11,Average,67,7,2015/02/28,15:00:00,4.5,4.5
Arfield,90,0,0,0,1,0,0,0,0,0,0,0,1,12,2,BUR,0 - 1,SWA,Home,27,MID,11,Average,69,4,2015/02/28,15:00:00,5,4.7
Kightly,74,0,0,0,1,0,0,0,0,0,0,0,10,10,2,BUR,0 - 1,SWA,Home,27,MID,11,Average,70,1,2015/02/28,15:00:00,5,4.5
Boyd,90,0,0,0,1,0,0,0,0,0,0,0,13,6,2,BUR,0 - 1,SWA,Home,27,MID,11,Average,168,69,2015/02/28,15:00:00,4.5,4.5
Ings,90,0,0,0,1,0,0,0,0,0,0,0,5,-2,2,BUR,0 - 1,SWA,Home,27,FWD,11,Average,73,95,2015/02/28,15:00:00,6,5.5
Vokes,16,0,0,0,0,0,0,0,0,0,0,0,8,3,1,BUR,0 - 1,SWA,Home,27,FWD,11,Average,74,0,2015/02/28,15:00:00,5.5,5.3
Barnes,89,0,0,0,1,0,0,0,0,0,0,0,14,0,2,BUR,0 - 1,SWA,Home,27,FWD,11,Average,75,13,2015/02/28,15:00:00,4.5,4.4
Jutkiewicz,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,BUR,0 - 1,SWA,Home,27,FWD,11,Average,523,2,2015/02/28,15:00:00,5,4.4
de Gea,90,0,0,1,0,0,0,0,0,0,3,0,15,24,7,MUN,2 - 0,SUN,Home,27,GKP,9,Favourable,257,233,2015/02/28,15:00:00,5.5,5.8
Smalling,90,0,0,1,0,0,0,0,0,0,0,2,14,34,8,MUN,2 - 0,SUN,Home,27,DEF,9,Favourable,259,9,2015/02/28,15:00:00,5.5,5.3
Evans,90,0,0,1,0,0,0,0,0,0,0,1,14,30,7,MUN,2 - 0,SUN,Home,27,DEF,9,Favourable,263,4,2015/02/28,15:00:00,5.5,5
Rojo,90,0,0,1,0,0,0,0,0,0,0,0,11,27,6,MUN,2 - 0,SUN,Home,27,DEF,9,Favourable,582,0.01,2015/02/28,15:00:00,6,5.7
Mata,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,267,61,2015/02/28,15:00:00,9,8.5
Fellaini,23,0,0,0,0,0,0,0,0,0,0,0,5,0,1,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,268,5,2015/02/28,15:00:00,6.5,6.4
Valencia,90,0,0,1,0,0,0,0,1,0,0,0,19,22,2,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,269,8,2015/02/28,15:00:00,6,5.7
Young,90,0,0,1,0,0,0,0,0,0,0,0,16,15,3,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,275,8,2015/02/28,15:00:00,5.5,5.1
Januzaj,45,0,1,0,0,0,0,0,0,0,0,0,20,17,4,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,279,11,2015/02/28,15:00:00,6.5,6.1
Herrera,90,0,0,1,0,0,0,0,0,0,0,0,16,19,3,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,281,23,2015/02/28,15:00:00,7.5,7.2
Di María,45,0,0,0,0,0,0,0,0,0,0,0,5,0,1,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,588,162,2015/02/28,15:00:00,9.5,9.4
Blind,90,0,0,1,0,0,0,0,0,0,0,0,21,13,3,MUN,2 - 0,SUN,Home,27,MID,9,Favourable,597,22,2015/02/28,15:00:00,5.5,4.9
Rooney,85,2,0,1,0,0,0,0,0,0,0,3,51,62,13,MUN,2 - 0,SUN,Home,27,FWD,9,Favourable,284,164,2015/02/28,15:00:00,10.5,10.6
Falcao,67,0,1,1,0,0,0,0,0,0,0,0,15,13,5,MUN,2 - 0,SUN,Home,27,FWD,9,Favourable,603,23,2015/02/28,15:00:00,11,10.3
Krul,90,0,0,1,0,0,0,0,0,0,3,1,17,24,8,NEW,1 - 0,AVL,Home,27,GKP,4,Very favourable,288,133,2015/02/28,15:00:00,4.5,4.4
Williamson,90,0,0,1,0,0,0,0,1,0,0,0,23,20,5,NEW,1 - 0,AVL,Home,27,DEF,4,Very favourable,290,6,2015/02/28,15:00:00,4.5,4.3
Coloccini,90,0,0,1,0,0,0,0,0,0,0,0,21,23,6,NEW,1 - 0,AVL,Home,27,DEF,4,Very favourable,292,44,2015/02/28,15:00:00,4.5,4.5
Ryan Taylor,30,0,0,0,0,0,0,0,0,0,0,0,23,6,1,NEW,1 - 0,AVL,Home,27,DEF,4,Very favourable,293,0,2015/02/28,15:00:00,4.5,4.4
Haidara,60,0,0,1,0,0,0,0,0,0,0,0,10,20,6,NEW,1 - 0,AVL,Home,27,DEF,4,Very favourable,297,12,2015/02/28,15:00:00,4.5,4.1
Janmaat,90,0,1,1,0,0,0,0,0,0,0,3,27,48,12,NEW,1 - 0,AVL,Home,27,DEF,4,Very favourable,527,97,2015/02/28,15:00:00,5,5.3
Obertan,77,0,0,1,0,0,0,0,0,0,0,0,13,6,3,NEW,1 - 0,AVL,Home,27,MID,4,Very favourable,300,2,2015/02/28,15:00:00,4.5,4.3
Abeid,90,0,0,1,0,0,0,0,0,0,0,0,19,12,3,NEW,1 - 0,AVL,Home,27,MID,4,Very favourable,304,0,2015/02/28,15:00:00,4.5,4.3
Sissoko,90,0,0,1,0,0,0,0,0,0,0,0,17,15,3,NEW,1 - 0,AVL,Home,27,MID,4,Very favourable,308,21,2015/02/28,15:00:00,6,5.8
Gouffran,13,0,0,0,0,0,0,0,0,0,0,0,3,3,1,NEW,1 - 0,AVL,Home,27,MID,4,Very favourable,311,5,2015/02/28,15:00:00,6.5,6
Ameobi,90,0,0,1,0,0,0,0,0,0,0,0,18,17,3,NEW,1 - 0,AVL,Home,27,MID,4,Very favourable,312,27,2015/02/28,15:00:00,4.5,4.2
Cissé,90,1,0,1,0,0,0,0,0,0,0,2,32,33,8,NEW,1 - 0,AVL,Home,27,FWD,4,Very favourable,314,15,2015/02/28,15:00:00,6,5.2
Ayoze,18,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,NEW,1 - 0,AVL,Home,27,FWD,4,Very favourable,317,16,2015/02/28,15:00:00,5,4.3
Rivière,72,0,0,1,0,0,0,0,0,0,0,0,10,7,2,NEW,1 - 0,AVL,Home,27,FWD,4,Very favourable,526,4,2015/02/28,15:00:00,7,6.7
Begovic,90,0,0,1,0,0,0,0,0,0,0,0,13,21,6,STK,1 - 0,HUL,Home,27,GKP,4,Very favourable,395,59,2015/02/28,15:00:00,5,4.8
Wilson,90,0,0,1,0,0,0,0,0,0,0,3,13,27,9,STK,1 - 0,HUL,Home,27,DEF,4,Very favourable,400,0.01,2015/02/28,15:00:00,4.5,4.3
Pieters,90,0,0,1,0,0,0,0,1,0,0,0,11,21,5,STK,1 - 0,HUL,Home,27,DEF,4,Very favourable,402,0.01,2015/02/28,15:00:00,5,4.6
Bardsley,90,0,0,1,0,0,0,0,0,0,0,0,14,20,6,STK,1 - 0,HUL,Home,27,DEF,4,Very favourable,404,5,2015/02/28,15:00:00,5,4.9
Wollscheid,90,0,0,1,0,0,0,0,0,0,0,3,14,27,9,STK,1 - 0,HUL,Home,27,DEF,4,Very favourable,656,5,2015/02/28,15:00:00,4.5,4.2
Moses,90,0,0,1,0,0,0,0,1,0,0,0,17,3,2,STK,1 - 0,HUL,Home,27,MID,4,Very favourable,99,7,2015/02/28,15:00:00,5.5,5
Ireland,45,0,0,0,0,0,0,0,0,0,0,0,14,0,1,STK,1 - 0,HUL,Home,27,MID,4,Very favourable,407,2,2015/02/28,15:00:00,5,4.7
Adam,45,0,1,0,0,0,0,0,0,0,0,0,1,9,4,STK,1 - 0,HUL,Home,27,MID,4,Very favourable,408,5,2015/02/28,15:00:00,6,5.4
Whelan,90,0,0,1,0,0,0,0,0,0,0,0,15,13,3,STK,1 - 0,HUL,Home,27,MID,4,Very favourable,409,0,2015/02/28,15:00:00,5,4.9
Walters,90,0,0,1,0,0,0,0,0,0,0,0,16,9,3,STK,1 - 0,HUL,Home,27,MID,4,Very favourable,411,54,2015/02/28,15:00:00,5.5,5.1
N'Zonzi,90,0,0,1,0,0,0,0,0,0,0,0,12,16,3,STK,1 - 0,HUL,Home,27,MID,4,Very favourable,412,4,2015/02/28,15:00:00,5,4.9
Crouch,21,1,0,0,0,0,0,0,0,0,0,3,19,27,8,STK,1 - 0,HUL,Home,27,FWD,4,Very favourable,419,17,2015/02/28,15:00:00,6,5.6
Diouf,69,0,0,1,0,0,0,0,0,0,0,0,10,7,2,STK,1 - 0,HUL,Home,27,FWD,4,Very favourable,421,6,2015/02/28,15:00:00,6.5,6.1
Foster,90,0,0,1,0,0,0,0,1,0,2,0,14,20,5,WBA,1 - 0,SOU,Home,27,GKP,21,Difficult,477,76,2015/02/28,15:00:00,4.5,4.5
McAuley,90,0,0,1,0,0,0,0,0,0,0,1,13,22,7,WBA,1 - 0,SOU,Home,27,DEF,21,Difficult,479,2,2015/02/28,15:00:00,5,4.7
Dawson,90,0,0,1,0,0,0,0,0,0,0,0,20,21,6,WBA,1 - 0,SOU,Home,27,DEF,21,Difficult,480,36,2015/02/28,15:00:00,4.5,4.5
Lescott,90,0,0,1,0,0,0,0,0,0,0,0,12,21,6,WBA,1 - 0,SOU,Home,27,DEF,21,Difficult,483,25,2015/02/28,15:00:00,5,5.1
Baird,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,WBA,1 - 0,SOU,Home,27,DEF,21,Difficult,484,27,2015/02/28,15:00:00,4,3.8
Fletcher,90,0,0,1,0,0,0,0,0,0,0,0,11,12,3,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,273,5,2015/02/28,15:00:00,5,4.5
Sessegnon,19,0,0,0,0,0,0,0,1,0,0,0,3,0,0,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,486,3,2015/02/28,15:00:00,6,5.4
Gardner,90,0,0,1,0,0,0,0,0,0,0,0,25,7,3,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,489,1,2015/02/28,15:00:00,5.5,5.5
Morrison,71,0,0,1,0,0,0,0,0,0,0,0,9,10,3,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,490,1,2015/02/28,15:00:00,5.5,5.5
Mulumbu,35,0,0,0,0,0,0,0,0,0,0,0,6,5,1,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,491,1,2015/02/28,15:00:00,5,4.6
Brunt,90,0,0,1,0,0,0,0,0,0,0,0,15,11,3,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,492,6,2015/02/28,15:00:00,5.5,5.2
Yacob,90,0,0,1,0,0,0,0,0,0,0,0,14,15,3,WBA,1 - 0,SOU,Home,27,MID,21,Difficult,493,2,2015/02/28,15:00:00,4.5,4.4
Berahino,55,1,0,0,0,0,0,0,0,0,0,3,30,29,8,WBA,1 - 0,SOU,Home,27,FWD,21,Difficult,496,123,2015/02/28,15:00:00,5.5,5.6
Ideye,87,0,0,1,0,0,0,0,0,0,0,0,13,-1,2,WBA,1 - 0,SOU,Home,27,FWD,21,Difficult,531,6,2015/02/28,15:00:00,6,4.8
Hart,90,0,0,0,2,0,0,0,0,0,3,0,5,12,2,MCI,1 - 2,LIV,Away,27,GKP,29,Very difficult,231,65,2015/03/01,12:00:00,6,6.1
Kolarov,90,0,0,0,2,0,0,0,0,0,0,0,5,17,1,MCI,1 - 2,LIV,Away,27,DEF,29,Very difficult,233,31,2015/03/01,12:00:00,6,5.8
Zabaleta,90,0,0,0,2,0,0,0,0,0,0,0,8,24,1,MCI,1 - 2,LIV,Away,27,DEF,29,Very difficult,235,51,2015/03/01,12:00:00,6.5,6.4
Kompany,90,0,0,0,2,0,0,0,0,0,0,0,7,12,1,MCI,1 - 2,LIV,Away,27,DEF,29,Very difficult,236,93,2015/03/01,12:00:00,6.5,6.4
Mangala,90,0,0,0,2,0,0,0,0,0,0,0,3,19,1,MCI,1 - 2,LIV,Away,27,DEF,29,Very difficult,562,9,2015/03/01,12:00:00,6,6
Nasri,82,0,0,0,2,0,0,0,1,0,0,0,4,5,1,MCI,1 - 2,LIV,Away,27,MID,29,Very difficult,244,24,2015/03/01,12:00:00,8.5,8.2
Silva,90,0,0,0,2,0,0,0,0,0,0,0,3,14,2,MCI,1 - 2,LIV,Away,27,MID,29,Very difficult,245,217,2015/03/01,12:00:00,9,9.8
Yaya Touré,90,0,0,0,2,0,0,0,0,0,0,0,6,11,2,MCI,1 - 2,LIV,Away,27,MID,29,Very difficult,246,67,2015/03/01,12:00:00,11,10.8
Milner,33,0,0,0,1,0,0,0,1,0,0,0,0,-2,0,MCI,1 - 2,LIV,Away,27,MID,29,Very difficult,247,21,2015/03/01,12:00:00,5.5,5.4
Fernandinho,77,0,0,0,2,0,0,0,0,0,0,0,5,15,2,MCI,1 - 2,LIV,Away,27,MID,29,Very difficult,250,8,2015/03/01,12:00:00,7,6.8
Lampard,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,MCI,1 - 2,LIV,Away,27,MID,29,Very difficult,551,15,2015/03/01,12:00:00,5.5,5
Dzeko,57,1,0,0,1,0,0,0,0,0,0,0,18,20,5,MCI,1 - 2,LIV,Away,27,FWD,29,Very difficult,253,38,2015/03/01,12:00:00,8.5,7.9
Agüero,90,0,1,0,2,0,0,0,0,0,0,0,-4,4,5,MCI,1 - 2,LIV,Away,27,FWD,29,Very difficult,254,292,2015/03/01,12:00:00,12,12.9
Bony,13,0,0,0,0,0,0,0,1,0,0,0,-1,-3,0,MCI,1 - 2,LIV,Away,27,FWD,29,Very difficult,472,45,2015/03/01,12:00:00,8.5,8.1
Howard,90,0,0,0,2,0,0,0,0,0,2,0,4,11,1,EVE,0 - 2,ARS,Away,27,GKP,31,Very difficult,130,0.09,2015/03/01,14:05:00,5.5,5.1
Jagielka,90,0,0,0,2,0,0,0,0,0,0,0,17,19,1,EVE,0 - 2,ARS,Away,27,DEF,31,Very difficult,132,124,2015/03/01,14:05:00,5.5,5.8
Coleman,90,0,0,0,2,0,0,0,0,0,0,0,7,13,1,EVE,0 - 2,ARS,Away,27,DEF,31,Very difficult,137,49,2015/03/01,14:05:00,7,6.8
Stones,90,0,0,0,2,0,0,0,0,0,0,0,8,20,1,EVE,0 - 2,ARS,Away,27,DEF,31,Very difficult,139,0.01,2015/03/01,14:05:00,5.5,5.2
Garbutt,90,0,0,0,2,0,0,0,0,0,0,0,3,12,1,EVE,0 - 2,ARS,Away,27,DEF,31,Very difficult,140,3,2015/03/01,14:05:00,4,3.9
Gibson,7,0,0,0,1,0,0,0,0,0,0,0,-3,4,1,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,144,4,2015/03/01,14:05:00,4.5,4.2
Barkley,90,0,0,0,2,0,0,0,0,0,0,0,1,7,2,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,145,34,2015/03/01,14:05:00,7,6.6
Mirallas,61,0,0,0,1,0,0,0,0,0,0,0,5,6,2,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,147,21,2015/03/01,14:05:00,7.5,7.2
McCarthy,90,0,0,0,2,0,0,0,0,0,0,0,8,17,2,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,148,9,2015/03/01,14:05:00,5,4.6
Barry,83,0,0,0,1,0,0,0,0,0,0,0,4,19,2,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,151,17,2015/03/01,14:05:00,5,4.7
Lennon,29,0,0,0,1,0,0,0,0,0,0,0,8,3,1,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,378,6,2015/03/01,14:05:00,6.5,6.2
Besic,76,0,0,0,1,0,0,0,0,0,0,0,2,12,2,EVE,0 - 2,ARS,Away,27,MID,31,Very difficult,544,3,2015/03/01,14:05:00,5,4.5
Lukaku,90,0,0,0,2,0,0,0,0,0,0,0,13,2,2,EVE,0 - 2,ARS,Away,27,FWD,31,Very difficult,103,74,2015/03/01,14:05:00,9,8.7
Naismith,14,0,0,0,1,0,0,0,0,0,0,0,1,3,1,EVE,0 - 2,ARS,Away,27,FWD,31,Very difficult,152,0.12,2015/03/01,14:05:00,5,4.7
Mignolet,90,0,0,0,1,0,0,0,0,0,0,0,12,9,2,LIV,2 - 1,MCI,Home,27,GKP,36,Extremely difficult,200,42,2015/03/01,12:00:00,5.5,5.4
Skrtel,90,0,0,0,1,0,0,0,0,0,0,0,13,17,2,LIV,2 - 1,MCI,Home,27,DEF,36,Extremely difficult,203,79,2015/03/01,12:00:00,6,5.9
Touré,8,0,0,0,0,0,0,0,0,0,0,0,1,3,1,LIV,2 - 1,MCI,Home,27,DEF,36,Extremely difficult,209,5,2015/03/01,12:00:00,5,4.7
Lovren,90,0,0,0,1,0,0,0,0,0,0,0,14,12,2,LIV,2 - 1,MCI,Home,27,DEF,36,Extremely difficult,344,95,2015/03/01,12:00:00,5.5,4.9
Moreno,82,0,0,0,1,0,0,0,0,0,0,0,8,8,2,LIV,2 - 1,MCI,Home,27,DEF,36,Extremely difficult,579,58,2015/03/01,12:00:00,5.5,5.1
Henderson,90,1,0,0,1,0,0,0,0,0,0,2,34,28,9,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,216,128,2015/03/01,12:00:00,6,6.6
Sterling,90,0,2,0,1,0,0,0,0,0,0,1,35,25,9,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,217,304,2015/03/01,12:00:00,8.5,8.3
Allen,90,0,0,0,1,0,0,0,0,0,0,0,16,17,2,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,218,1,2015/03/01,12:00:00,5,4.8
Coutinho,90,1,0,0,1,0,0,0,0,0,0,3,39,33,10,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,219,56,2015/03/01,12:00:00,8,7.9
Can,90,0,0,0,1,0,0,0,0,0,0,0,15,13,2,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,225,3,2015/03/01,12:00:00,5.5,5.2
Lallana,90,0,0,0,1,0,0,0,1,0,0,0,17,6,1,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,226,5,2015/03/01,12:00:00,8.5,8.3
Markovic,75,0,0,0,1,0,0,0,0,0,0,0,18,16,2,LIV,2 - 1,MCI,Home,27,MID,36,Extremely difficult,524,3,2015/03/01,12:00:00,7.5,7
Sturridge,15,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,LIV,2 - 1,MCI,Home,27,FWD,36,Extremely difficult,227,109,2015/03/01,12:00:00,11.5,11.1
Ospina,90,0,0,1,0,0,0,0,0,0,2,0,15,24,6,ARS,2 - 0,EVE,Home,27,GKP,8,Favourable,543,19,2015/03/01,14:05:00,5,5
Koscielny,90,0,0,1,0,0,0,0,1,0,0,0,16,18,5,ARS,2 - 0,EVE,Home,27,DEF,8,Favourable,2,87,2015/03/01,14:05:00,6,6.1
Gibbs,90,0,0,1,0,0,0,0,0,0,0,2,16,34,8,ARS,2 - 0,EVE,Home,27,DEF,8,Favourable,4,17,2015/03/01,14:05:00,5.5,5.2
Bellerín,90,0,0,1,0,0,0,0,0,0,0,3,22,35,9,ARS,2 - 0,EVE,Home,27,DEF,8,Favourable,9,41,2015/03/01,14:05:00,4.5,4.8
Chambers,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,ARS,2 - 0,EVE,Home,27,DEF,8,Favourable,345,78,2015/03/01,14:05:00,4.5,4.5
Gabriel,90,0,0,1,0,0,0,0,0,0,0,0,10,23,6,ARS,2 - 0,EVE,Home,27,DEF,8,Favourable,665,1,2015/03/01,14:05:00,5,5.1
Rosicky,9,1,0,0,0,0,0,0,0,0,0,0,27,22,6,ARS,2 - 0,EVE,Home,27,MID,8,Favourable,13,6,2015/03/01,14:05:00,5,4.6
Chamberlain,81,0,0,1,0,0,0,0,0,0,0,0,22,22,3,ARS,2 - 0,EVE,Home,27,MID,8,Favourable,15,11,2015/03/01,14:05:00,6.5,6.2
Cazorla,90,0,0,1,0,0,0,0,0,0,0,0,15,14,3,ARS,2 - 0,EVE,Home,27,MID,8,Favourable,16,184,2015/03/01,14:05:00,8.5,8.4
Özil,90,0,2,1,0,0,0,0,0,0,0,1,25,33,10,ARS,2 - 0,EVE,Home,27,MID,8,Favourable,21,55,2015/03/01,14:05:00,9,9
Sánchez,86,0,0,1,0,0,0,0,0,0,0,0,16,22,3,ARS,2 - 0,EVE,Home,27,MID,8,Favourable,23,0.32,2015/03/01,14:05:00,10.5,11.6
Coquelin,88,0,0,1,0,0,0,0,0,0,0,0,14,20,3,ARS,2 - 0,EVE,Home,27,MID,8,Favourable,571,2,2015/03/01,14:05:00,4.5,4.5
Giroud,90,1,0,1,0,0,0,0,1,0,0,0,24,18,5,ARS,2 - 0,EVE,Home,27,FWD,8,Favourable,25,114,2015/03/01,14:05:00,8.5,8.7
Welbeck,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,ARS,2 - 0,EVE,Home,27,FWD,8,Favourable,285,54,2015/03/01,14:05:00,7,6.9
Foster,90,0,0,0,2,0,0,0,0,0,5,0,7,9,2,WBA,1 - 2,AVL,Away,28,GKP,6,Favourable,477,78,2015/03/03,19:45:00,4.5,4.5
McAuley,90,0,0,0,2,0,0,0,0,0,0,0,2,8,1,WBA,1 - 2,AVL,Away,28,DEF,6,Favourable,479,3,2015/03/03,19:45:00,5,4.7
Dawson,90,0,0,0,2,0,0,0,0,0,0,0,3,6,1,WBA,1 - 2,AVL,Away,28,DEF,6,Favourable,480,39,2015/03/03,19:45:00,4.5,4.5
Lescott,90,0,1,0,2,0,0,0,1,0,0,0,11,16,3,WBA,1 - 2,AVL,Away,28,DEF,6,Favourable,483,0.03,2015/03/03,19:45:00,5,5.1
Baird,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,WBA,1 - 2,AVL,Away,28,DEF,6,Favourable,484,25,2015/03/03,19:45:00,4,3.8
Fletcher,90,0,0,0,2,0,0,0,0,0,0,0,4,10,2,WBA,1 - 2,AVL,Away,28,MID,6,Favourable,273,5,2015/03/03,19:45:00,5,4.5
Gardner,90,0,0,0,2,0,0,0,1,0,0,0,3,5,1,WBA,1 - 2,AVL,Away,28,MID,6,Favourable,489,1,2015/03/03,19:45:00,5.5,5.5
Morrison,90,0,0,0,1,0,0,0,0,0,0,0,5,6,2,WBA,1 - 2,AVL,Away,28,MID,6,Favourable,490,1,2015/03/03,19:45:00,5.5,5.5
Brunt,90,0,0,0,2,0,0,0,0,0,0,0,7,18,2,WBA,1 - 2,AVL,Away,28,MID,6,Favourable,492,6,2015/03/03,19:45:00,5.5,5.2
Yacob,90,0,0,0,2,0,0,0,1,0,0,0,5,3,1,WBA,1 - 2,AVL,Away,28,MID,6,Favourable,493,2,2015/03/03,19:45:00,4.5,4.4
Berahino,90,1,0,0,2,0,0,0,1,0,0,1,23,23,6,WBA,1 - 2,AVL,Away,28,FWD,6,Favourable,496,126,2015/03/03,19:45:00,5.5,5.6
Ideye,90,0,0,0,2,0,0,0,0,0,0,0,2,4,2,WBA,1 - 2,AVL,Away,28,FWD,6,Favourable,531,4,2015/03/03,19:45:00,6,4.8
Pantilimon,90,0,0,0,1,0,0,0,0,0,5,0,12,17,3,SUN,1 - 1,HUL,Away,28,GKP,3,Very favourable,423,44,2015/03/03,19:45:00,4.5,4.5
O'Shea,90,0,0,0,1,0,0,0,0,0,0,0,7,12,2,SUN,1 - 1,HUL,Away,28,DEF,3,Very favourable,424,92,2015/03/03,19:45:00,4.5,4.6
Brown,90,0,0,0,1,0,0,0,1,0,0,0,6,11,1,SUN,1 - 1,HUL,Away,28,DEF,3,Very favourable,425,5,2015/03/03,19:45:00,4.5,4.3
van Aanholt,18,0,1,0,0,0,0,0,0,0,0,0,9,20,4,SUN,1 - 1,HUL,Away,28,DEF,3,Very favourable,541,35,2015/03/03,19:45:00,4.5,4.1
Vergini,72,0,0,0,1,0,0,0,0,0,0,0,11,14,2,SUN,1 - 1,HUL,Away,28,DEF,3,Very favourable,561,0.01,2015/03/03,19:45:00,4.5,4.5
Réveillere,90,0,0,0,1,0,0,0,0,0,0,0,9,16,2,SUN,1 - 1,HUL,Away,28,DEF,3,Very favourable,624,3,2015/03/03,19:45:00,4.5,4.5
Rodwell,90,1,0,0,1,0,0,0,1,0,0,3,32,26,9,SUN,1 - 1,HUL,Away,28,MID,3,Very favourable,243,15,2015/03/03,19:45:00,5,4.7
Cattermole,61,0,0,0,1,0,0,0,1,0,0,0,5,4,1,SUN,1 - 1,HUL,Away,28,MID,3,Very favourable,430,27,2015/03/03,19:45:00,4.5,4.3
Larsson,90,0,0,0,1,0,0,0,1,0,0,0,8,6,1,SUN,1 - 1,HUL,Away,28,MID,3,Very favourable,431,49,2015/03/03,19:45:00,5.5,5.3
Bridcutt,90,0,0,0,1,0,0,0,1,0,0,0,13,14,1,SUN,1 - 1,HUL,Away,28,MID,3,Very favourable,437,3,2015/03/03,19:45:00,4.5,4.2
Álvarez,29,0,0,0,0,0,0,0,1,0,0,0,4,0,0,SUN,1 - 1,HUL,Away,28,MID,3,Very favourable,596,0,2015/03/03,19:45:00,6,5.7
Wickham,17,0,0,0,0,0,0,0,0,0,0,0,2,3,1,SUN,1 - 1,HUL,Away,28,FWD,3,Very favourable,440,6,2015/03/03,19:45:00,6,5.6
Graham,73,0,0,0,1,0,0,0,0,0,0,0,1,3,2,SUN,1 - 1,HUL,Away,28,FWD,3,Very favourable,446,0,2015/03/03,19:45:00,5,4.7
